data_captura,titulo,data_referencia,codigo_selic,data_base_emissao,data_vencimento,tx_compra,tx_venda,tx_indicativa,pu,desvio_padrao,interv_ind_inf_d0,interv_ind_sup_d0,interv_ind_inf_dma1,interv_ind_sup_dma1,criterio
2026-06-01,LFT,20260529,210100,20000701,20301201,0.0707,0.0678,0.0696,19050.40771,0.0003909097722,0.057,0.0877,0.0566,0.0874,Calculado
2026-06-01,LFT,20260529,210100,20000701,20310301,0.0757,0.0739,0.0747,19042.610896,0.000198326322,0.0625,0.0918,0.0624,0.0913,Calculado
2026-06-01,LFT,20260529,210100,20000701,20310601,0.0802,0.0775,0.0794,19034.680312,0.0008510497694,0.0678,0.0957,0.0674,0.0954,Calculado
2026-06-01,LFT,20260529,210100,20000701,20310901,0.0825,0.0797,0.0816,19028.660713,0.00078612975392,0.0705,0.1025,0.0702,0.1022,Calculado
2026-06-01,LFT,20260529,210100,20000701,20311201,0.0942,0.092,0.0932,19012.665778,0.00030339210603,0.0793,0.1028,0.0788,0.1027,Calculado
2026-06-01,LFT,20260529,210100,20000701,20320301,0.0974,0.0957,0.0968,19004.467657,0.00051759516033,0.0829,0.1071,0.0829,0.1065,Calculado
2026-06-01,LFT,20260529,210100,20000701,20320601,0.1064,0.1052,0.1058,18989.676641,0.00009941342968,0.0817,0.116,0.0815,0.1157,Calculado
2026-06-01,NTN-B,20260529,760199,20000715,20260815,10.138,10.0829,10.093,4754.899185,0.01698418381878,9.4619,11.137,9.4256,11.1148,Calculado
2026-06-01,NTN-B,20260529,760199,20000715,20270515,8.0348,8.0085,8.02,4646.291883,0,7.7323,8.3869,7.7516,8.409,Calculado
2026-06-01,NTN-B,20260529,760199,20000715,20280815,8.1033,8.0796,8.09,4609.254661,0,7.6868,8.3826,7.7469,8.4428,Calculado
2026-06-01,NTN-B,20260529,760199,20000715,20290515,7.9946,7.9667,7.9801,4501.255763,0.00041231056256,7.5826,8.2642,7.6327,8.3147,Calculado
2026-06-01,NTN-B,20260529,760199,20000715,20300815,8.0146,7.9873,8.0046,4483.291319,0.00388086659523,7.6394,8.2416,7.6839,8.2863,Calculado
2026-06-01,NTN-B,20260529,760199,20000715,20310515,7.9426,7.9146,7.93,4382.909271,0,7.5918,8.1584,7.6292,8.196,Calculado
2026-06-01,NTN-B,20260529,760199,20000715,20320815,7.8898,7.8616,7.8765,4389.389487,0.00483720756842,7.5581,8.0917,7.5891,8.1229,Calculado
2026-06-01,NTN-B,20260529,760199,20000715,20330515,7.8528,7.8226,7.839,4292.289994,0.00489917388444,7.5328,8.0439,7.5664,8.0776,Calculado
2026-06-01,NTN-B,20260529,760199,20000715,20350515,7.7109,7.6776,7.6999,4242.966772,0.00018856176707,7.4222,7.8848,7.4614,7.9241,Calculado
2026-06-01,NTN-B,20260529,760199,20000715,20370515,7.5788,7.5465,7.5645,4213.673739,0.00551380793191,7.3226,7.7507,7.3516,7.7798,Calculado
2026-06-01,NTN-B,20260529,760199,20000715,20400815,7.4726,7.4466,7.4592,4229.393217,0.00226820123446,7.2551,7.6452,7.2742,7.6644,Calculado
2026-06-01,NTN-B,20260529,760199,20000715,20450515,7.3867,7.3547,7.3702,4106.646403,0.00063881783788,7.1952,7.5629,7.2083,7.5762,Calculado
2026-06-01,NTN-B,20260529,760199,20000715,20500815,7.2961,7.2651,7.28,4148.560294,0,7.1109,7.4732,7.1238,7.4864,Calculado
2026-06-01,NTN-B,20260529,760199,20000715,20550515,7.2686,7.2386,7.2534,4051.875836,0.00449913913543,7.0912,7.4525,7.0982,7.4598,Calculado
2026-06-01,NTN-B,20260529,760199,20000715,20600815,7.257,7.219,7.24,4095.100863,0,7.0755,7.4364,7.0852,7.4466,Calculado
2026-06-01,NTN-F,20260529,950199,20160115,20270101,13.9676,13.9426,13.9616,1019.070694,0.00171339262284,13.7092,14.2438,13.7404,14.2714,Calculado
2026-06-01,NTN-F,20260529,950199,20180105,20290101,13.9017,13.8778,13.8917,963.452795,0.00041207949476,13.3731,14.3923,13.4095,14.4288,Calculado
2026-06-01,NTN-F,20260529,950199,20200110,20310101,14.0457,14.0334,14.0389,915.430893,0.00008320498783,13.6162,14.5944,13.6026,14.581,Calculado
2026-06-01,NTN-F,20260529,950199,20220107,20330101,14.1328,14.1196,14.1269,876.712081,0.0010933343999,13.7045,14.6808,13.6818,14.6584,Calculado
2026-06-01,NTN-F,20260529,950199,20240105,20350101,14.1172,14.0978,14.1079,850.561638,0.00119313337058,13.6887,14.6563,13.6639,14.6319,Calculado
2026-06-01,NTN-F,20260529,950199,20260109,20370101,14.1365,14.124,14.1305,828.549193,0,13.7029,14.6671,13.6887,14.6534,Calculado
2026-06-02,LTN,20260601,100000,20230106,20260701,14.3883,14.3711,14.3798,988.866252,0.0056547759655,14.2515,14.5371,14.263,14.5509,Calculado
2026-06-02,LTN,20260601,100000,20240705,20261001,14.0237,13.9757,14.0034,956.259296,0.00276624207726,13.8132,14.1519,13.8553,14.1917,Calculado
2026-06-02,LTN,20260601,100000,20250110,20270401,13.9653,13.9359,13.9519,897.805363,0.00412955630668,13.5159,14.2246,13.6294,14.3366,Calculado
2026-06-02,LTN,20260601,100000,20230707,20270701,14.0034,13.9826,13.9958,868.604171,0.00509727596075,13.4641,14.3038,13.601,14.4387,Calculado
2026-06-02,LTN,20260601,100000,20250704,20271001,14.0417,14.0279,14.0337,839.374385,0.00134738914572,13.4356,14.3624,13.5906,14.5164,Calculado
2026-06-02,LTN,20260601,100000,20240105,20280101,13.9747,13.9604,13.9673,813.013809,0.00118418396375,13.3424,14.3173,13.4994,14.4738,Calculado
2026-06-02,LTN,20260601,100000,20260109,20280401,13.9749,13.955,13.9636,786.9166,0.00265451098321,13.3222,14.3187,13.4814,14.4776,Calculado
2026-06-02,LTN,20260601,100000,20240705,20280701,13.9611,13.9349,13.9498,762.600073,0.00265676136301,13.3068,14.3097,13.4608,14.4637,Calculado
2026-06-02,LTN,20260601,100000,20220211,20290101,14.0263,14.0143,14.0201,714.007003,0.00123342606588,13.3893,14.4255,13.53,14.5661,Calculado
2026-06-02,LTN,20260601,100000,20250704,20290701,14.0553,14.045,14.051,668.811838,0,13.4437,14.4837,13.5627,14.6027,Calculado
2026-06-02,LTN,20260601,100000,20240105,20300101,14.0529,14.0442,14.0491,626.623547,0.00067502722167,13.4725,14.5007,13.5735,14.6018,Calculado
2026-06-02,LTN,20260601,100000,20250110,20320101,14.1175,14.1075,14.1135,480.242915,0.00083048532197,13.5878,14.5914,13.6529,14.6564,Calculado
2026-06-02,NTN-C,20260601,770100,20000701,20310101,8.3647,7.9695,8.1225,7965.925119,0.15270051346731,7.5051,8.5572,7.4923,8.5508,Calculado
2026-06-02,LFT,20260601,210100,20000701,20260901,0.0059,0.0004,0.0047,19119.795404,0.0009861168592,-0.0445,0.0372,-0.0449,0.0364,Calculado
2026-06-02,LFT,20260601,210100,20000701,20270301,0.0103,0.0082,0.009,19118.762922,0.00029380864521,-0.0198,0.0333,-0.0203,0.0333,Calculado
2026-06-02,LFT,20260601,210100,20000701,20270901,0.012,0.0088,0.0103,19117.577479,0.00020072782567,-0.011,0.0406,-0.0107,0.0402,Calculado
2026-06-02,LFT,20260601,210100,20000701,20280301,0.0197,0.0175,0.0187,19113.81083,0.00040313314178,-0.0023,0.0535,-0.0024,0.0535,Calculado
2026-06-02,LFT,20260601,210100,20000701,20280901,0.032,0.03,0.031,19106.698174,0,0.0207,0.0486,0.0206,0.0488,Calculado
2026-06-02,LFT,20260601,210100,20000701,20290301,0.046,0.044,0.0454,19096.39247,0.00039173443811,0.0241,0.0592,0.0241,0.0591,Calculado
2026-06-02,LFT,20260601,210100,20000701,20290901,0.0571,0.0545,0.0557,19085.589645,0.00037612575025,0.032,0.0673,0.0317,0.0675,Calculado
2026-06-02,LFT,20260601,210100,20000701,20300301,0.0624,0.0607,0.0615,19076.335544,0,0.0438,0.074,0.0434,0.0741,Calculado
2026-06-02,LFT,20260601,210100,20000701,20300601,0.0666,0.064,0.0652,19070.637771,0.00022959183348,0.0488,0.0777,0.0485,0.0779,Calculado
2026-06-02,LFT,20260601,210100,20000701,20300901,0.0708,0.0679,0.0695,19064.022236,0.0003417085015,0.0557,0.0792,0.0556,0.0791,Calculado
2026-06-02,LFT,20260601,210100,20000701,20301201,0.0708,0.0679,0.0696,19060.637988,0.00035723153556,0.0566,0.0874,0.0566,0.0871,Calculado
2026-06-02,LFT,20260601,210100,20000701,20310301,0.0757,0.0732,0.0746,19052.93261,0.00033689274258,0.0624,0.0913,0.0623,0.091,Calculado
2026-06-02,LFT,20260601,210100,20000701,20310601,0.0799,0.0775,0.0791,19045.188992,0.00056730787056,0.0674,0.0954,0.0672,0.0954,Calculado
2026-06-02,LFT,20260601,210100,20000701,20310901,0.0824,0.0801,0.0814,19039.089698,0.00037593020629,0.0702,0.1022,0.07,0.1021,Calculado
2026-06-02,LFT,20260601,210100,20000701,20311201,0.0946,0.0911,0.093,19023.086222,0.00047950647545,0.0788,0.1027,0.0788,0.1025,Calculado
2026-06-02,LFT,20260601,210100,20000701,20320301,0.0976,0.0954,0.0966,19014.902843,0.00035573038948,0.0829,0.1065,0.083,0.1063,Calculado
2026-06-02,LFT,20260601,210100,20000701,20320601,0.1066,0.1056,0.1059,18999.798008,0.00004972444067,0.0815,0.1157,0.0813,0.1158,Calculado
2026-06-02,NTN-B,20260601,760199,20000715,20260815,10.1323,10.0716,10.1,4757.835285,0,9.4256,11.1148,9.4273,11.1308,Calculado
2026-06-02,NTN-B,20260601,760199,20000715,20270515,8.0357,8.0078,8.0217,4648.804626,0.00234650425953,7.7516,8.409,7.7536,8.4138,Calculado
2026-06-02,NTN-B,20260601,760199,20000715,20280815,8.1353,8.1063,8.12,4609.201287,0,7.7469,8.4428,7.7768,8.4727,Calculado
2026-06-02,NTN-B,20260601,760199,20000715,20290515,8.0601,8.0292,8.0488,4495.972061,0.00320922383763,7.6327,8.3147,7.7013,8.3837,Calculado
2026-06-02,NTN-B,20260601,760199,20000715,20300815,8.099,8.0694,8.086,4473.379995,0.00397623894906,7.6839,8.2863,7.7652,8.3678,Calculado
2026-06-02,NTN-B,20260601,760199,20000715,20310515,8.025,7.9917,8.01,4371.406703,0,7.6292,8.196,7.7091,8.276,Calculado
2026-06-02,NTN-B,20260601,760199,20000715,20320815,7.975,7.9447,7.96,4374.47779,0.00033040378327,7.5891,8.1229,7.6725,8.2064,Calculado
2026-06-02,NTN-B,20260601,760199,20000715,20330515,7.925,7.896,7.91,4278.608931,0,7.5664,8.0776,7.6374,8.1487,Calculado
2026-06-02,NTN-B,20260601,760199,20000715,20350515,7.7739,7.745,7.76,4228.98564,0,7.4614,7.9241,7.5214,7.9842,Calculado
2026-06-02,NTN-B,20260601,760199,20000715,20370515,7.6338,7.6066,7.62,4198.685194,0,7.3516,7.7798,7.407,7.8354,Calculado
2026-06-02,NTN-B,20260601,760199,20000715,20400815,7.5257,7.4967,7.512,4212.493291,0.00287186682142,7.2742,7.6644,7.3269,7.7173,Calculado
2026-06-02,NTN-B,20260601,760199,20000715,20450515,7.4332,7.3988,7.416,4089.654535,0.0039357942248,7.2083,7.5762,7.254,7.6221,Calculado
2026-06-02,NTN-B,20260601,760199,20000715,20500815,7.3457,7.315,7.33,4127.606752,0,7.1238,7.4864,7.1737,7.5366,Calculado
2026-06-02,NTN-B,20260601,760199,20000715,20550515,7.3135,7.2794,7.2955,4033.455061,0.00384212242777,7.0982,7.4598,7.1401,7.5022,Calculado
2026-06-02,NTN-B,20260601,760199,20000715,20600815,7.2994,7.256,7.2826,4075.690761,0.00318002721529,7.0852,7.4466,7.1276,7.4895,Calculado
2026-06-02,NTN-F,20260601,950199,20160115,20270101,14.071,14.0332,14.0521,1019.143414,0.00146796677755,13.7404,14.2714,13.8322,14.3596,Calculado
2026-06-02,NTN-F,20260601,950199,20180105,20290101,14.0352,14.0176,14.0279,961.390777,0.00169123792235,13.4095,14.4288,13.5458,14.565,Calculado
2026-06-02,NTN-F,20260601,950199,20200110,20310101,14.1181,14.1068,14.112,913.824336,0.00091446258535,13.6026,14.581,13.6758,14.6542,Calculado
2026-06-02,NTN-F,20260601,950199,20220107,20330101,14.1851,14.1754,14.1806,875.278143,0.00056278949884,13.6818,14.6584,13.7354,14.7123,Calculado
2026-06-02,NTN-F,20260601,950199,20240105,20350101,14.162,14.1416,14.1529,849.201983,0.00089911433088,13.6639,14.6319,13.7086,14.6773,Calculado
2026-06-02,NTN-F,20260601,950199,20260109,20370101,14.1711,14.1603,14.1651,827.482977,0.0011174419269,13.6887,14.6534,13.7228,14.6886,Calculado
2026-06-03,LTN,20260602,100000,20230106,20260701,14.3949,14.3656,14.3798,989.393608,0.00608969114324,14.263,14.5509,14.2641,14.5544,Calculado
2026-06-03,LTN,20260602,100000,20240705,20261001,13.9615,13.9254,13.9477,956.914473,0.01652737052891,13.8553,14.1917,13.7995,14.1336,Calculado
2026-06-03,LTN,20260602,100000,20250110,20270401,13.955,13.935,13.945,898.315478,0,13.6294,14.3366,13.6236,14.3293,Calculado
2026-06-03,LTN,20260602,100000,20230707,20270701,14.0294,14.0153,14.0241,868.824696,0.00323187252069,13.601,14.4387,13.6304,14.466,Calculado
2026-06-03,LTN,20260602,100000,20250704,20271001,14.051,14.0389,14.0442,839.709133,0.00102657666056,13.5906,14.5164,13.6013,14.5262,Calculado
2026-06-03,LTN,20260602,100000,20240105,20280101,13.994,13.9828,13.9882,813.20018,0.00051170130936,13.4994,14.4738,13.5204,14.4943,Calculado
2026-06-03,LTN,20260602,100000,20260109,20280401,14.0063,13.9942,14.0004,786.859992,0.00030441199057,13.4814,14.4776,13.5181,14.5142,Calculado
2026-06-03,LTN,20260602,100000,20240705,20280701,14.0085,13.9958,14.0015,762.278776,0.00103874295184,13.4608,14.4637,13.5124,14.5153,Calculado
2026-06-03,LTN,20260602,100000,20220211,20290101,14.0983,14.0863,14.0927,713.214125,0.00106956841763,13.53,14.5661,13.6026,14.6385,Calculado
2026-06-03,LTN,20260602,100000,20250704,20290701,14.1439,14.1334,14.139,667.585705,0,13.5627,14.6027,13.6505,14.6906,Calculado
2026-06-03,LTN,20260602,100000,20240105,20300101,14.1517,14.1428,14.1481,625.021477,0.00093583623567,13.5735,14.6018,13.6723,14.7007,Calculado
2026-06-03,LTN,20260602,100000,20250110,20320101,14.2238,14.215,14.2195,478.024257,0.00059890967599,13.6529,14.6564,13.7589,14.7624,Calculado
2026-06-03,NTN-C,20260602,770100,20000701,20310101,8.3346,7.9707,8.1361,7966.334912,0.12156413839443,7.4923,8.5508,7.5168,8.5755,Calculado
2026-06-03,LFT,20260602,210100,20000701,20260901,0.0077,0.0025,0.0047,19130.024505,0.00029390634563,-0.0449,0.0364,-0.0449,0.0363,Calculado
2026-06-03,LFT,20260602,210100,20000701,20270301,0.0109,0.0079,0.0091,19128.972341,0.00038204171238,-0.0203,0.0333,-0.0201,0.0332,Calculado
2026-06-03,LFT,20260602,210100,20000701,20270901,0.0116,0.0087,0.0102,19127.805396,0.00023215738196,-0.0107,0.0402,-0.0106,0.04,Calculado
2026-06-03,LFT,20260602,210100,20000701,20280301,0.0195,0.0177,0.0187,19124.036736,0.00031418695072,-0.0024,0.0535,-0.0021,0.0533,Calculado
2026-06-03,LFT,20260602,210100,20000701,20280901,0.032,0.0303,0.031,19116.939412,0.00002886728252,0.0206,0.0488,0.0205,0.0488,Calculado
2026-06-03,LFT,20260602,210100,20000701,20290301,0.0462,0.0437,0.0453,19106.666465,0.00040320353421,0.0241,0.0591,0.0239,0.0592,Calculado
2026-06-03,LFT,20260602,210100,20000701,20290901,0.0569,0.054,0.0556,19095.877002,0.00036159594854,0.0317,0.0675,0.0315,0.0675,Calculado
2026-06-03,LFT,20260602,210100,20000701,20300301,0.0627,0.0603,0.0615,19086.560568,0.00026599176679,0.0434,0.0741,0.043,0.0742,Calculado
2026-06-03,LFT,20260602,210100,20000701,20300601,0.0665,0.0635,0.0651,19080.955404,0.00019174123187,0.0485,0.0779,0.0482,0.0779,Calculado
2026-06-03,LFT,20260602,210100,20000701,20300901,0.0708,0.0678,0.0695,19074.259815,0.00031602099614,0.0556,0.0791,0.0552,0.0792,Calculado
2026-06-03,LFT,20260602,210100,20000701,20301201,0.0708,0.0678,0.0695,19070.950281,0.00032018171403,0.0566,0.0871,0.0564,0.087,Calculado
2026-06-03,LFT,20260602,210100,20000701,20310301,0.0754,0.073,0.0745,19063.259919,0.00041499663854,0.0623,0.091,0.0621,0.091,Calculado
2026-06-03,LFT,20260602,210100,20000701,20310601,0.0794,0.0773,0.0787,19055.79912,0.00040908792453,0.0672,0.0954,0.0666,0.0957,Calculado
2026-06-03,LFT,20260602,210100,20000701,20310901,0.0818,0.08,0.0809,19049.81135,0.00044343430179,0.07,0.1021,0.0694,0.1026,Calculado
2026-06-03,LFT,20260602,210100,20000701,20311201,0.0945,0.0914,0.0929,19033.416722,0.00030269620084,0.0788,0.1025,0.0787,0.1025,Calculado
2026-06-03,LFT,20260602,210100,20000701,20320301,0.098,0.095,0.0966,19025.133322,0.00058364651974,0.083,0.1063,0.0828,0.1064,Calculado
2026-06-03,LFT,20260602,210100,20000701,20320601,0.1066,0.1057,0.1062,19009.676077,0.00006191389182,0.0813,0.1158,0.0809,0.1162,Calculado
2026-06-03,NTN-B,20260602,760199,20000715,20260815,10.3223,10.23,10.2851,4759.158769,0.01244231395119,9.4273,11.1308,9.6082,11.3261,Calculado
2026-06-03,NTN-B,20260602,760199,20000715,20270515,8.0364,8.0098,8.0222,4651.36552,0.0032088250856,7.7536,8.4138,7.7548,8.4178,Calculado
2026-06-03,NTN-B,20260602,760199,20000715,20280815,8.1728,8.1426,8.16,4608.279363,0,7.7768,8.4727,7.8168,8.5128,Calculado
2026-06-03,NTN-B,20260602,760199,20000715,20290515,8.1278,8.0996,8.1107,4491.487614,0.00174322216599,7.7013,8.3837,7.7632,8.4459,Calculado
2026-06-03,NTN-B,20260602,760199,20000715,20300815,8.1696,8.1384,8.1564,4465.199916,0.00547244178041,7.7652,8.3678,7.8354,8.4382,Calculado
2026-06-03,NTN-B,20260602,760199,20000715,20310515,8.0807,8.0489,8.0675,4363.866523,0.00627709365471,7.7091,8.276,7.7665,8.3336,Calculado
2026-06-03,NTN-B,20260602,760199,20000715,20320815,8.028,7.9956,8.0216,4364.173236,0.00301408458242,7.6725,8.2064,7.7341,8.2681,Calculado
2026-06-03,NTN-B,20260602,760199,20000715,20330515,7.985,7.9537,7.9779,4265.708794,0.00595633622036,7.6374,8.1487,7.7052,8.2166,Calculado
2026-06-03,NTN-B,20260602,760199,20000715,20350515,7.8348,7.8026,7.823,4214.313063,0.01339551921577,7.5214,7.9842,7.5843,8.0472,Calculado
2026-06-03,NTN-B,20260602,760199,20000715,20370515,7.6916,7.6551,7.6797,4182.499804,0.00083703344617,7.407,7.8354,7.4666,7.8952,Calculado
2026-06-03,NTN-B,20260602,760199,20000715,20400815,7.5721,7.539,7.5591,4197.759976,0.0063391515284,7.3269,7.7173,7.3739,7.7644,Calculado
2026-06-03,NTN-B,20260602,760199,20000715,20450515,7.4698,7.4335,7.4532,4076.358089,0.00610854202818,7.254,7.6221,7.291,7.6594,Calculado
2026-06-03,NTN-B,20260602,760199,20000715,20500815,7.3755,7.3398,7.3625,4114.862419,0.00437095677741,7.1737,7.5366,7.2061,7.5693,Calculado
2026-06-03,NTN-B,20260602,760199,20000715,20550515,7.3425,7.3061,7.33,4018.86584,0,7.1401,7.5022,7.1744,7.5369,Calculado
2026-06-03,NTN-B,20260602,760199,20000715,20600815,7.3292,7.2946,7.3142,4061.970871,0.00531171212511,7.1276,7.4895,7.159,7.5214,Calculado
2026-06-03,NTN-F,20260602,950199,20160115,20270101,14.064,14.0253,14.0452,1019.709821,0.00050711602223,13.8322,14.3596,13.8263,14.351,Calculado
2026-06-03,NTN-F,20260602,950199,20180105,20290101,14.1067,14.0802,14.0976,960.587656,0.00646394727469,13.5458,14.565,13.6153,14.6345,Calculado
2026-06-03,NTN-F,20260602,950199,20200110,20310101,14.2181,14.2074,14.2134,911.425674,0.0005602578692,13.6758,14.6542,13.7773,14.7555,Calculado
2026-06-03,NTN-F,20260602,950199,20220107,20330101,14.2929,14.2811,14.2864,872.026654,0.00076080452154,13.7354,14.7123,13.8413,14.818,Calculado
2026-06-03,NTN-F,20260602,950199,20240105,20350101,14.265,14.2488,14.2589,845.419839,0.00123338481019,13.7086,14.6773,13.8148,14.783,Calculado
2026-06-03,NTN-F,20260602,950199,20260109,20370101,14.2763,14.2629,14.2698,823.403235,0.00051506709272,13.7228,14.6886,13.8278,14.7929,Calculado
2026-06-04,LTN,20260603,100000,20230106,20260701,14.4077,14.382,14.3954,989.911067,0.01028524070987,14.2641,14.5544,14.2784,14.5711,Calculado
2026-06-04,LTN,20260603,100000,20240705,20261001,14.023,13.9708,14.001,957.261178,0.00933532814849,13.7995,14.1336,13.8512,14.183,Calculado
2026-06-04,LTN,20260603,100000,20250110,20270401,14.1424,14.1188,14.1256,897.618126,0.00745585297468,13.6236,14.3293,13.8047,14.5088,Calculado
2026-06-04,LTN,20260603,100000,20230707,20270701,14.2505,14.238,14.2441,867.490513,0.00252795360717,13.6304,14.466,13.8511,14.6846,Calculado
2026-06-04,LTN,20260603,100000,20250704,20271001,14.3182,14.3069,14.3129,837.530728,0.00002773481567,13.6013,14.5262,13.87,14.7939,Calculado
2026-06-04,LTN,20260603,100000,20240105,20280101,14.3018,14.2884,14.295,810.184784,0,13.5204,14.4943,13.8271,14.8005,Calculado
2026-06-04,LTN,20260603,100000,20260109,20280401,14.3391,14.3251,14.3319,783.107484,0.0014253122956,13.5181,14.5142,13.8495,14.8453,Calculado
2026-06-04,LTN,20260603,100000,20240705,20280701,14.3632,14.3482,14.3556,757.800802,0.00097724100917,13.5124,14.5153,13.8664,14.8693,Calculado
2026-06-04,LTN,20260603,100000,20220211,20290101,14.4702,14.4583,14.4641,707.67611,0.00163961935827,13.6026,14.6385,13.9739,15.0097,Calculado
2026-06-04,LTN,20260603,100000,20250704,20290701,14.5194,14.5086,14.513,661.301431,0,13.6505,14.6906,14.0244,15.0646,Calculado
2026-06-04,LTN,20260603,100000,20240105,20300101,14.5291,14.5191,14.5246,618.08692,0.00088990059557,13.6723,14.7007,14.0487,15.0772,Calculado
2026-06-04,LTN,20260603,100000,20250110,20320101,14.5497,14.5399,14.5445,470.796665,0.00076229842581,13.7589,14.7624,14.0839,15.0874,Calculado
2026-06-04,NTN-C,20260603,770100,20000701,20310101,8.3401,7.9709,8.1461,7967.695416,0.14430182000377,7.5168,8.5755,7.3794,8.4277,Calculado
2026-06-04,LFT,20260603,210100,20000701,20260901,0.0065,0.0015,0.0042,19140.259079,0.00097908269824,-0.0449,0.0363,-0.0454,0.0359,Calculado
2026-06-04,LFT,20260603,210100,20000701,20270301,0.0109,0.0079,0.0091,19139.187213,0.00035448802519,-0.0201,0.0332,-0.0201,0.0332,Calculado
2026-06-04,LFT,20260603,210100,20000701,20270901,0.012,0.0098,0.011,19137.84738,0,-0.0106,0.04,-0.0097,0.0395,Calculado
2026-06-04,LFT,20260603,210100,20000701,20280301,0.02,0.0175,0.0186,19134.287253,0.00031849317104,-0.0021,0.0533,-0.0022,0.0537,Calculado
2026-06-04,LFT,20260603,210100,20000701,20280901,0.0321,0.03,0.031,19127.166998,0.00007274379699,0.0205,0.0488,0.0204,0.0492,Calculado
2026-06-04,LFT,20260603,210100,20000701,20290301,0.0464,0.0441,0.0452,19116.965128,0.00019078010903,0.0239,0.0592,0.0239,0.0593,Calculado
2026-06-04,LFT,20260603,210100,20000701,20290901,0.0561,0.0537,0.055,19106.495291,0,0.0315,0.0675,0.0318,0.067,Calculado
2026-06-04,LFT,20260603,210100,20000701,20300301,0.0631,0.0605,0.0615,19096.810213,0.00028697200212,0.043,0.0742,0.0426,0.0743,Calculado
